UserName,Handle,Timestamp,Text,Emojis,Comments,Likes,Retweets
kamarulbahrin,@kamarulbahrin,2020-12-31T10:39:29.000Z,"Sambil kita memahat harapan & misi melangkah ke tahun baharu, statistik kes baharu #COVID19 tertinggi 2020 di hari terakhir, menjadi peringatan waspada bagi kita semua. Maklumat lanjut di 
@501AwaniQuote Tweet
Noor Hisham Abdullah
@DGHisham
 Â· Dec 31, 2020
COVID-19; 31 Dis 2020

Jumlah sembuh baru:1481
Jumlah kumulatif:88941 (78.7%)

Jumlah kes baru:2525
Jumlah kumulatif:113010
Jumlah kes aktif:23598

Kes tempatan:2512
Kes import:13

Jumlah kematian baru: 8 WN
Jumlah kumulatif:471 (0.42%)

Jumlah kes di ICU:131
Pesakit intubated:60",,,1,2
Ekonomi Rakyat,@EkonomiRakyatMY,2020-12-31T10:39:03.000Z,"Malaysia catatkan rekod tertinggi kes baru Covid-19 pada hari terakhir tahun ini dengan 2,525 kes

Kes positif terkumpul yg dicatatkan M'sia adalah sebanyak 113,010 kes dengan terdapat 23,598 kes aktif

8 kematian dicatatkan hari ini

131 pesakit sedang dirawat di ICU",,,4,9
Saluran TV1,@tv1_rtm,2020-12-31T10:39:00.000Z,"Status Terkini #COVID19, 31 Dis 2020  

Kes sembuh=1,481
Jumlah kes sembuh=88,941 kes 
Kes baharu positif=2,525 kes (2,512 tempatan, 13 import) 
Jumlah positif=113,010 kes 
Kes kematian=8
Jumlah kes kematian=471 kes 
Kes dirawat di ICU=131 kes 
Bantuan Alat Pernafasan=60 kes",,,,6
é©¬æ¥è¥¿äºšä¸­å›½æŠ¥,@mychinapress,2020-12-31T10:24:48.000Z,"å„å·žå±ž2020å¹´12æœˆ31æ—¥æ–°å† è‚ºç‚Žæœ€æ–°æ•°æ®
https://chinapress.com.my/?p=2342637
#ä»Šæ—¥ä¸­å›½æŠ¥ #å…¨çƒå¤§æµè¡Œ #æ–°å† è‚ºç‚Ž #COVID_19 #å¤ç®¡ä»¤SOP",,,1,2
é©¬æ¥è¥¿äºšä¸­å›½æŠ¥,@mychinapress,2020-12-31T10:24:42.000Z,"å¤§é©¬2020å¹´12æœˆ31æ—¥æ–°å† è‚ºç‚Žæœ€æ–°æ•°æ®
https://chinapress.com.my/?p=2342637
#ä»Šæ—¥ä¸­å›½æŠ¥ #å…¨çƒå¤§æµè¡Œ #æ–°å† è‚ºç‚Ž #COVID_19 #å¤ç®¡ä»¤SOP",,,,
The Star,@staronline,2020-12-31T10:22:00.000Z,"Covid-19: Asst pilot with rural air service tests positive
https://thestar.com.my/news/nation/2020/12/31/covid-19-asst-pilot-with-rural-air-service-tests-positiveâ€¦Covid-19: Asst pilot with rural air service tests positive
SIBU: An assistant pilot with a rural air service is among the two persons who tested positive for Covid-19 in Sarawak.
thestar.com.my",,,4,6
Positivity,@tellthetruthalw,2020-12-31T10:21:35.000Z,"Replying to 
@DGHishamWe need to get the kids back to school again in 2021. Canâ€™t afford another lost year in education. The risk of covid19 to school kids is extremely low from various studies.",,2,,1
BERNAMA Radio,@bernamaradio,2020-12-31T10:19:01.000Z,Infografik: #COVID19 - Pekerja Asing Jalani Ujian Saringan Masih Rendah,,,5,4
Noor Hisham Abdullah,@DGHisham,2020-12-31T10:17:43.000Z,"COVID-19; 31 Dis 2020

Jumlah sembuh baru:1481
Jumlah kumulatif:88941 (78.7%)

Jumlah kes baru:2525
Jumlah kumulatif:113010
Jumlah kes aktif:23598

Kes tempatan:2512
Kes import:13

Jumlah kematian baru: 8 WN
Jumlah kumulatif:471 (0.42%)

Jumlah kes di ICU:131
Pesakit intubated:60",,60,938,754
Dilip Mutum,@admutum,2020-12-31T10:13:08.000Z,"Which Covid-19 vaccine? Do you know how they differ? #vaccincovidHow does AstraZeneca's COVID-19 vaccine compare with Pfizer-BioNTech?
Britain on Wednesday became the first country to approve AstraZeneca and Oxford University's home-grown UK COVID-19 vaccine, adding an ...
channelnewsasia.com",,,,
BERNAMA Radio,@bernamaradio,2020-12-31T10:11:14.000Z,"Menteri Pengajian Tinggi Datuk Seri Dr Noraini Ahmad berkata bagi pelajar dari zon merah, kemasukan adalah 10 hari lebih awal untuk menjalani proses pengasingan demi memastikan mereka bebas #COVID19",,,,
BERNAMA,@bernamadotcom,2020-12-31T10:09:55.000Z,"COVID-19 - Pekerja asing jalani ujian saringan masih rendah

COVID-19 - Not enough foreign workers being tested
@PERKESOofficial
 @myksm
@KKMPutrajaya
-Infografik / Infographics-",,1,9,16
BFM News,@NewsBFM,2020-12-31T09:30:00.000Z,"The US has detected its second case of the new highly-infectious COVID-19 variant in California.

This comes after a day after its first case of the new variant was reported in Colorado, in a 20 year-old man who had not travelled recently.",,,5,9
BERNAMA TV,@BernamaTV,2020-12-31T09:12:32.000Z,"â€œNiat di hati harus dikekalkan, apa jua cabaran yang mendatang, kita utuh berdiri untuk meneruskan perjuangan ini,â€ itu pesanan Ketua Pengarah Kesihatan Tan Sri Dr Noor Hisham Abdullah kepada semua petugas barisan hadapan dalam memerangi penularan COVID-19 di negara ini.",,1,7,7
The Star,@staronline,2020-12-31T09:11:02.000Z,"Michael Chong tests positive for Covid-19
https://thestar.com.my/news/nation/2020/12/31/michael-chong-tests-positive-for-covid-19â€¦Michael Chong tests positive for Covid-19
PETALING JAYA: MCA Public Services and Complaints Department head Datuk Seri Michael Chong has tested positive with Covid-19 and is currently self-isolating at home.
thestar.com.my",,1,2,5
Info Trafik Besraya,@BESRAYAtrafik,2020-12-31T09:06:45.000Z,"1705hrs Besraya@E9: Aliran trafik bergerak lancar dan terkawal ke semua arah sepanjang lebuhraya. Cuaca hujan di beberapa tempat. Patuhi arahan Perintah Kawalan Pergerakan Bersyarat(PKPB). Bersama memutuskan rantaian penyebaran virus Covid-19.
#kltu
#StaySafe 
#KitaJagaKita",,,,
NR,@NrIsodera,2020-12-31T09:06:44.000Z,"@JamilaHanan
 I'll read your DMs later (they popped up during my phone call to my aunt in Penang Island over a family member's Hajj costs which I had paid for well before the #SARSCoV outbreak! I want her son/my cousin who takes pligrims for Hajj, to arrange it after #COVID19) .",,1,,
TheMalaysianInsight,@msianinsight,2020-12-31T09:03:02.000Z,"Tiada jangkitan Covid-19 berkaitan Zoo Melaka seperti tular di media sosialTiada jangkitan Covid-19 berkaitan Zoo Melaka seperti tular di media sosial  | The Malaysian Insight
Pengerusi Jawatankuasa Kesihatan dan Anti Dadah negeri Rahmad Mariman berkata setakat ini tiada arahan dikeluarkan kepada pengunjung Zoo Melaka supaya membuat ujian saringan.
themalaysianinsight.com",,,,1
Donovan and Ho,@donovanandho,2020-12-31T09:01:32.000Z,"As prices drop, Socso urges employers to test all foreign workers for Covid-19: KUALA LUMPUR, Dec 31 â€” The Social Security Organisation (Socso) today reiterated its call to employers to screen their foreign workers for ... http://dlvr.it/RpfhQy",,,,
Lee Fu Haw,@fuhaw,2020-12-31T09:00:43.000Z,"Happy New Year 2021. Fight Covid-19 together. æ–°å¹´å¿«ä¹, æ„¿ç—…æ¯’è¿œç¦»æˆ‘ä»¬, ä¸€èµ·æŠ—ç–«ã€‚",,,,
BFM News,@NewsBFM,2020-12-31T09:00:02.000Z,"MCA Public Services and Complaints Department head Michael Chong has tested positive for COVID-19, after attending a gathering on Saturday. He is reportedly asymptomatic and is under self-quarantine.

Sanitisation efforts have since taken place at the MCA headquarters.",,1,2,2
Iskandar Izuandi,@IskandarRhea,2020-12-31T08:59:43.000Z,"Images of 2020 (tahun beraya Covid19)  bye 2020 welcome 2021.. 
 #imagesof2020 #endoftheyear https://instagram.com/p/CJdNAwwFuip/?igshid=i9tcs07vwscxâ€¦",ðŸ˜,,,
Buletin Malaysia,@buletin_my,2020-12-31T08:28:36.000Z,"Uggah: SDMCâ€™s full containment policy successful in flattening Covid-19 curve in state so farUggah: SDMCâ€™s full containment policy successful in flattening Covid-19 curve in state so far -...
KUCHING (Dec 31: The policy of full containment adopted by Sarawak Disaster Management Committee (SDMC) has been successful in flattening the Covid-19 curve in the state so far, said Deputy Chief...
theborneopost.com",,,,
Buletin Malaysia,@buletin_my,2020-12-31T08:28:28.000Z,"Tampoi Jaya premises repurposed as low-risk Covid-19 centreTampoi Jaya premises repurposed as low-risk Covid-19 centre
PETALING JAYA: Westlite Accommodation Malaysia claimed that the premises of Westlite Tampoi was used as â€œlow-risk Covid-19 centreâ€, in a statement iss...
thesundaily.my",,,,
é©¬æ¥è¥¿äºšä¸­å›½æŠ¥,@mychinapress,2020-12-31T08:25:16.000Z,"â—¤å¤ç®¡ä»¤SOPâ—¢ â€œè‹¥å¯ä»¥ï¼Œå‹¿ç¾¤èšï¼Œè‹¥è¢«è¿«ç¾¤èšï¼Œè¯·éµå®ˆSOPâ€
https://chinapress.com.my/?p=2342379
é€æ–°é—»ç»™ä½  https://t.me/chinapressonlineâ€¦
#ä»Šæ—¥ä¸­å›½æŠ¥ #å…¨çƒå¤§æµè¡Œ #æ–°å† è‚ºç‚Ž #COVID_19 #å¤ç®¡ä»¤SOP",âœŒ,,,1
winston&co.,@winstonetco,2020-12-31T08:22:21.000Z,"RT BFMradio: RT 
@NewsBFM
: Thailand has approved the use of a herbal plant extract to treat early stages of Covid-19 as a pilot program.

The plant, commonly known as green chiretta, will serve as an alternative treatment to reduce the severity of the outâ€¦",,,,
winston&co.,@winstonetco,2020-12-31T08:22:20.000Z,"RT BFMradio: RT 
@NewsBFM
: The Penang government has requested for Putrajaya's aid to provide allocation for employers to send their foreign workers for mandatory Covid-19 screening.

It says a majority of employers are not able to finance the screening aâ€¦",,,,
Malaysiakini (BM),@mkini_bm,2020-12-31T08:19:02.000Z,"Michael Chong positif Covid-19, pejabat MCA disanitasiMichael Chong positif Covid-19, pejabat MCA disanitasi
ketua Biro Aduan dan Perkhidmatan Awam MCA menjalani ujian Covid-19 di makmal swasta setelah beberapa rakannya menunjukkan simptom.
malaysiakini.com",,3,1,7
Parlimen Port Dickson P132,@PortDickson132,2020-12-31T08:18:56.000Z,"Meskipun berhadapan dengan pandemik Covid-19 dan kekangan kewangan yang terhad, Pusat Khidmat Rakyat Parlimen Port Dickson masih dapat menjalankan amanah dan khidmat bakti kepada warga PD.

#ParlimenPD",,1,1,
Tom Leng,@TomLeng1,2020-12-31T08:16:00.000Z,"Replying to 
@Msia_Update
 @KKMPutrajaya
 and 3 othersSetahun kemudian, dari satu kota Wuhan ke seluruh dunia sampai benua terpencil Antartika, virus kian berleluasa. Covid-19 cepat bermutasi. Kematian dan kes meningkat. Perang ini still ""onz"" dalam 2021!",,,,1
Chew JueLiang,@JueLiang,2020-12-31T08:14:46.000Z,"Replying to 
@megchinmy
 and 
@mirosomsPersonally don't encourage the traveling esp. cross state, with the daily high #COVID19 cases...hmm",,,,
winston&co.,@winstonetco,2020-12-31T08:11:40.000Z,RT myedgeprop: Police tracking #Covid19 patient who fled from #TampinHospital #myedgeprop https://buff.ly/3pBu5pN,,,,
theSun,@theSundaily,2020-12-31T07:56:31.000Z,"2021: King, Queen pray for Malaysiaâ€™s recovery from Covid-192021: King, Queen pray for Malaysiaâ€™s recovery from Covid-19
KUALA LUMPUR: The Yang di-Pertuan Agong, Al-Sultan Abdullah Riâ€™ayatuddin Al-Mustafa Billah Shah (pix, left), and the Raja Permaisuri Agong, Tunku Haja...
thesundaily.my",,1,2,9
thatsmyfullname,@thatsmyfullname,2020-12-31T07:52:59.000Z,"#CMCO 2.0, day 78.

Welcoming the #Pantone colours of 2021, Ultimate Gray and Illuminating.

Hope you have a better year ahead.

#covid19 #yellow #architecture #door #gate #happy #shophouse https://instagram.com/p/CJdFX2jJH3t/?igshid=1gv3g7cf26z5vâ€¦",,,2,
The Star,@staronline,2020-12-31T07:51:17.000Z,"Battle against Covid-19 is not over, says Dr Noor Hisham
https://thestar.com.my/news/nation/2020/12/31/battle-against-covid-19-is-not-over-says-dr-noor-hishamâ€¦Battle against Covid-19 is not over, says Dr Noor Hisham
PUTRAJAYA (Bernama): The war to curb the Covid-19 pandemic is not over, and the battle is getting tougher as it requires the integration of the people and Health Ministry (MOH) to fight the pandemic...
thestar.com.my",,4,6,3
mustakim ismail,@mustakim_ismail,2020-12-31T07:50:40.000Z,Alif satar share experience dia as a pesakit covid19 .,,2,,2
Inthiran Manickam,@inthi09,2020-12-31T07:43:48.000Z,"During this pandemic time, thank you to all frontline who working day and night for all of us. Salute you guys. Keep fighting , let's us join hands and prevent from this virus from spreading. #KitaJagaKita #COVID19 #thankyoufrontliners #covid19malaysia",,,,
é©¬æ¥è¥¿äºšä¸­å›½æŠ¥,@mychinapress,2020-12-31T07:41:33.000Z,"â—¤å…¨çƒå¤§æµè¡Œâ—¢ é¡ºä¹‰åŒºç›®å‰å…±å­˜åœ¨16åæ„ŸæŸ“è€…
https://chinapress.com.my/?p=2342370
é€æ–°é—»ç»™ä½  https://t.me/chinapressonlineâ€¦
#ä»Šæ—¥ä¸­å›½æŠ¥ #å…¨çƒå¤§æµè¡Œ #æ–°å† è‚ºç‚Ž #COVID_19 #å¤ç®¡ä»¤SOP",âœŒ,,1,1
BFM News,@NewsBFM,2020-12-31T07:30:00.000Z,"The Pelita Plaza Masalam branch in Shah Alam will close temporarily to facilitate cleaning work and screening, after an employee reportedly tested positive for COVID-19.

According to NST however, other branches of the restaurant chain are still open.",,,28,11
UNM Psychology,@UNMCPsychology,2020-12-31T07:30:00.000Z,"What is it to love like in the times of Covid-19? Any different from normal online dating? Our final-year student, Chelsie writes here, read on to find out: http://blogs.nottingham.edu.my/psychobabble/?_ga=2.214656786.486359867.1609254122-595514557.1609166160â€¦",,,,
é©¬æ¥è¥¿äºšä¸­å›½æŠ¥,@mychinapress,2020-12-31T07:26:47.000Z,"è¯¥é¢„æµ‹ç³»ç»Ÿè¿‡åŽ»é¢„æµ‹çš„æ•°æ®å’Œæˆ‘å›½å…¬å¸ƒçš„æ•°æ®ç›¸å·®ä¸å¤šï¼Œç”šè‡³è¿˜å‡ºçŽ°è¿‡å®Œå…¨ç›¸åŒæ•°æ®çš„æƒ…å†µï¼
https://chinapress.com.my/?p=2342314
é€æ–°é—»ç»™ä½  https://t.me/chinapressonlineâ€¦
#ä»Šæ—¥ä¸­å›½æŠ¥ #å…¨çƒå¤§æµè¡Œ #æ–°å† è‚ºç‚Ž #COVID_19 #å¤ç®¡ä»¤SOP",âœŒ,,,
BERNAMA Radio,@bernamaradio,2020-12-31T06:46:18.000Z,"Menzahirkan harapan tahun baharu 2021 akan lebih baik, Yang di-Pertuan Agong Al-Sultan Abdullah dan Raja Permaisuri Agong Tunku Hajah Azizah berharap vaksin COVID-19 yang akan diterima kelak akan melandaikan keluk pandemik, sekali gus memutuskan transmisi koronavirus di Malaysia.",,3,9,14
BERNAMA Radio,@bernamaradio,2020-12-31T06:44:37.000Z,"Peperangan melawan pandemik COVID-19 masih belum tamat, malah kian sengit yang memerlukan kesepaduan rakyat dan KKM untuk menanganinya - Ketua Pengarah Kesihatan Tan Sri Dr Noor Hisham Abdullah

https://bernama.com/bm/am/news.php?id=1917363â€¦",,,,2
TheMalaysianInsight,@msianinsight,2020-12-31T06:44:33.000Z,"Perang lawan Covid-19 kian sengit, kata KP KesihatanPerang lawan Covid-19 kian sengit, kata KP Kesihatan | The Malaysian Insight
Kesepaduan akan membezakan sama ada kita akan menangani Covid-19 dengan baik.
themalaysianinsight.com",,3,4,11
Norjoharuddeen Nor,@Norjo63,2020-12-31T06:44:22.000Z,"Replying to 
@DGHishamThank you Dr.  Noor Hisham for leading your team of frontliners in ensuring all Malaysians to be safe from the COVID19 pandemic. I have full faith in your leadership and your team of frontliners in continuing this fight against the Coronavirus in 2021.",,,,10
BERNAMA TV,@BernamaTV,2020-12-31T06:43:56.000Z,Pertubuhan Keselamatan Sosial (Perkeso) menggesa majikan supaya segera menghantar pekerja asing masing-masing untuk menjalani ujian saringan COVID-19 bagi memutuskan rantaian COVID-19 dan tidak menunggu saat-saat akhir untuk berbuat demikian.,,1,1,2
Media Selangor,@Media_Selangor,2020-12-31T06:43:03.000Z,"#AGENDA Perang #Covid19 belum tamat, kian sengit â€“ Dr Noor Hisham https://selangorkini.my/2020/12/perang-covid-19-belum-tamat-kian-sengit-dr-noor-hisham/?utm_source=dlvr.it&utm_medium=twitterâ€¦",,,3,2
Akhiar,@Muhamad_Akhiar,2020-12-31T06:42:46.000Z,Ramai gi cuti utk celebrate new year ni. Covid-19 mmg smpai 31hb Dec je eh ?,,,,
BERNAMA TV,@BernamaTV,2020-12-31T06:41:46.000Z,"""Peperangan masih belum tamat dan semakin sengit. Kita perlu bersatu dan kesepaduan akan membezakan sama ada kita akan menangani COVID-19 dengan baik,"" katanya kepada media.

Berita penuh https://bernama.com/bm/am/news.php?id=1917363â€¦",,,1,3
BERNAMA TV,@BernamaTV,2020-12-31T06:41:46.000Z,Beliau berkata usaha KKM membendung penularan COVID-19 dalam negara tetap diteruskan dan kemudahan kesihatan awam dalam mendepani pandemik itu setakat ini masih boleh bertahan.,,1,1,3
BERNAMA TV,@BernamaTV,2020-12-31T06:41:45.000Z,"Peperangan melawan pandemik COVID-19 masih belum tamat, malah kian sengit yang memerlukan kesepaduan rakyat dan Kementerian Kesihatan (KKM) untuk menanganinya, kata Ketua Pengarah Kesihatan Tan Sri Dr Noor Hisham Abdullah.",,1,3,5
OneNews,@onenewsofficial,2020-12-31T06:06:55.000Z,"Kekang penularan COVID-19, PERKESO saran majikan hantar pekerja jalani ujian saringan 

#onenews #COVID19Kekang penularan COVID-19, PERKESO saran majikan hantar pekerja jalani ujian saringan - OneNews
Para majikan disaran segera menghantar pekerja masing-masing menjalani ujian saringan COVID-19, bagi mengekang penularan pandemik itu. Kenyataan Pertubuhan Keselamatan Sosial, PERKESO menerusi Ketua...
onenews.my",,,,
OneNews,@onenewsofficial,2020-12-31T06:05:44.000Z,"Pematuhan SOP di Kelantan rendah â€“ Polis 

#onenews #COVID19 #KitaTeguhKitaMenangPematuhan SOP di Kelantan rendah - Polis - OneNews
Tahap pematuhan SOP rakyat di Kelantan agak rendah dan situasi ini semakin membimbangkan dengan peningkatan jumlah perantau yang pulang ke negeri itu mencecah hampir sekali ganda selepas rentas...
onenews.my",,,,
OneNews,@onenewsofficial,2020-12-31T06:05:01.000Z,"COVID-19: Thailand larang perhimpunan awam 

#onenews #COVID19COVID-19: Thailand larang perhimpunan awam - OneNews
Thailand melarang semua perhimpunan awam termasuk penganjuran sambutan dan konsert tahun baharu di kawasan yang dilanda COVID-19, berkuat kuasa serta-merta dalam usaha menghentikan penularan pandemik...
onenews.my",,,,
Smart Tunnel,@Smarttunnel,2020-12-31T06:00:00.000Z,1400Hrs Bersatu kita teguh mengawal penularan COVID19. Kita mampu lakukannya bersama-sama. #SMARTTunnel #SMARTshares #1stdualpurposetunnelintheworld #BersamaCegahCovid,,,1,1
BERNAMA,@bernamadotcom,2020-12-31T05:56:47.000Z,"King and Queen advise people to remain patient and resolute in facing COVID-19 pandemic, praying for country's recovery - Istana Negara",,1,,6
"WHO Malaysia, Brunei Darussalam & Singapore",@WHOMalaysia,2020-12-31T05:49:10.000Z,Bagaimana kita dapat meraikan percutian dengan selamat semasa #COVID19? Siapakah kumpulan berisiko tinggi dalam keluarga dan komuniti kita dan bagaimana kita dapat menjaga keselamatan mereka?,,,,4
BERNAMA TV,@BernamaTV,2020-12-31T05:44:41.000Z," YDP Agong: Penerimaan vaksin COVID-19 awal tahun hadapan diharap dapat landaikan keluk pandemik, putuskan transmisi virus",â–ª,,,1
BERNAMA TV,@BernamaTV,2020-12-31T05:44:40.000Z," YDP Agong dan permaisuri harap rakyat terus sabar dan cekal harungi musibah COVID-19, doa negara pulih seperti sedia kala - Istana Negara",â–ª,1,1,5
BERNAMA Radio,@bernamaradio,2020-12-31T05:13:12.000Z,"Kerajaan Kelantan tetap meraikan sambutan tahun baharu 2021 di sebalik penularan COVID-19, namun acara diadakan dalam skala kecil dengan penekanan kepada amalan norma baharu - Pengerusi Jawatankuasa Belia, Sukan dan NGO negeri Wan Roslan Wan Hamat

https://bernama.com/bm/am/news.php?id=1917338#.X-1a-bKMEac.twitterâ€¦",,1,1,
BERNAMA Radio,@bernamaradio,2020-12-31T05:12:30.000Z,"#globalbuzz Italy plans to vaccinate 10 to 15 million of its roughly 60 million citizens against COVID-19 by April 2021 - Prime Minister Giuseppe ConteItaly to vaccinate 10-15 million people by April: PM
 Italy, COVID-19, vaccine, pandemic, coronavirus
bernama.com",,,,
LOTFINEJAD,@lotfinejad,2020-12-31T05:11:31.000Z,"#Virtual #meetings are basically modern seances! 
#WorkFromHome #online #COVID19",ðŸ˜,,,1
BERNAMA Radio,@bernamaradio,2020-12-31T05:11:10.000Z,"#globalbuzz South Korea will be able to develop its own COVID-19 vaccine late next year, in addition to foreign products to be shipped here in the near future - Prime Minister Chung Sye-kyun

https://bernama.com/en/world/news.php?id=1917322#.X-1V01DKV1k.twitterâ€¦",,,,
BERNAMA TV,@BernamaTV,2020-12-31T05:09:32.000Z,"Kerajaan Kelantan tetap meraikan sambutan tahun baharu 2021 di sebalik penularan COVID-19, namun acara diadakan dalam skala kecil dengan penekanan kepada amalan norma baharu.",,1,1,7
theSun,@theSundaily,2020-12-31T05:09:01.000Z,"Tampoi Jaya premises repurposed as low-risk Covid-19 centreTampoi Jaya premises repurposed as low-risk Covid-19 centre
PETALING JAYA: Westlite Accommodation Malaysia claimed that the premises of Westlite Tampoi was used as â€œlow-risk Covid-19 centreâ€, in a statement iss...
thesundaily.my",,,1,
Joe Bahran,@joebahran,2020-12-31T05:05:09.000Z,"31/12/2020
Selamat tinggal tahun 2020
(Simpan di sini untuk dikenang)
Tahun pandemik COVID-19/Koronavirus",,,1,1
Azli Yusof,@azliby,2020-12-31T05:01:27.000Z,"Malaysia mensasarkan 9.8 juta (30%) rakyat negara ini akan menerima suntikan vaksin covid-19 sepanjang 2021. Golongan sasar akan diutamakan. Di mulai dengan petugas barisan hadapan, warga emas, pengidap penyakit kronik & seumpamanya. Kita tunggu dan lihat siapa pula selepas itu..",,,,
UNDP Malaysia,@MyUNDP,2020-12-31T05:01:01.000Z,"2020 has been a pivotal year. Gender equality and environmental sustainability have all come to the fore â€” itâ€™s important that we use #SDGs as the North Star to guide #COVID19 response and recovery efforts, and bring hope to people. See our year in review: http://bit.ly/Reviewing2020",,,,
Malaysiakini (BM),@mkini_bm,2020-12-31T04:17:53.000Z,"Polis sedang mengesan seorang pesakit #COVID19 yang melarikan diri dari Hospital Tampin sejak pagi semalam.

Polis berkata pesakit berkenaan juga bekas banduan Penjara Jelebu.Polis kesan pesakit Covid-19 lari dari Hospital Tampin
OCPD Tampin Supt Anuwal Ab Wahab berkata lelaki itu dikesan tiada di katil hospitalnya pagi semalam.
malaysiakini.com",,,11,13
Ameer Ehsan,@AmeerEhsan,2020-12-31T04:16:18.000Z,"Despite covid-19 happening right now. I'm glad to marry the love of my life this year.

#Thread of fav photos together ",,2,,7
Noor Hisham Abdullah,@DGHisham,2020-12-31T04:13:16.000Z,"Pada pagi ini telah berlangsung Majlis Pelancaran Buku â€œTHE FIGHT AGAINST UNCERTAINTY, HOSPITAL SERVICES JOURNEY IN COMBATING COVID-19â€ hasil terbitan Program Perubatan KKM. Majlis ini dijalankan secara hybrid di mana ianya turut dihadiri secara maya oleh Pengarah2 JKN & pakar2.",,2,38,316
Kok Fu Sheng.,@fu_kok,2020-12-31T04:12:46.000Z,"Replying to 
@DGHishamI don't believe only covid19 cases high. I believe suicide due to covid19-economic crisis and MCO is much much higher, just that it was passed off as normal suicide .",,,,1
JamalMajid,@Burung_Layang2,2020-12-31T04:11:17.000Z,"Replying to 
@boosulynSo much anti-vaxxer materials circulating in socmed. Health Ministry should have already embarked on COVID-19 vaccination awareness campaign.",,,,1
SME Bank,@SME_Bank,2020-12-31T04:04:56.000Z,"November 2020 - SME Bank Assists B40, Asnaf and Micro Entrepreneurs through its Corporate Responsibility Program.
Understanding the impact of COVID-19 on the B40 Micro Entrepreneurs, SME Bank initiated the â€œPenjana Komuniti@SME Bankâ€ programme, an initiative under the",,1,1,1
Business Today Malaysia,@BusinessTodayM1,2020-12-31T04:00:13.000Z,"Year-end ode: 4IR is the post-Covid-19 heroYear-end ode: 4IR is the post-Covid-19 hero - Business Today
By Dr Rais Hussin President/CEO of EMIR Research As we take stock of 2020, billionaires as a group did pretty well this year; the rest of us not as much. Billionairesâ€™ wealth rose above US$10...
businesstoday.com.my",,,,
The ASEAN Post,@theaseanpost,2020-12-31T04:00:04.000Z,"The government expects to have enough #vaccines for all 5.7 million people in the city by the third quarter of 2021. #COVID19 #Vaccination #Inoculation #SingaporeSingapore Begins COVID-19 Vaccination Campaign
Singapore began a coronavirus vaccination campaign on Wednesday with a nurse receiving the first jab.
theaseanpost.com",,,,1
Amer Gerrard,@AmerGerrard,2020-12-31T03:59:12.000Z,Denggi : Chikungunya : Covid-19,,,,
Li-Sha,@qiulisha,2020-12-31T03:58:03.000Z,"Last day of 2020. Received news from one of my closest friends that shes has tested positive for covid19. thankfully her symptoms are not severe and I pray to all the gods and magical beings that it stays that way, and that she gets well soon. ",ðŸ˜”,3,,2
BERNAMA Radio,@bernamaradio,2020-12-31T03:29:11.000Z,Majikan diminta segera hantar pekerja jalani ujian saringan COVID-19 bagi kekang penularan pandemik itu - Perkeso,,1,3,10
TheMalaysianInsight,@msianinsight,2020-12-31T03:27:02.000Z,"Ahli Parlimen Klang kecam 'pilih kasih' SOP cegah Covid-19Ahli Parlimen Klang kecam 'pilih kasih' SOP cegah Covid-19 | The Malaysian Insight
Rakyat terpaksa mambayar denda dan menjalani hukuman penjara kerana ingkar tetapi ahli politik serta tokoh korporat terlepas.
themalaysianinsight.com",,,2,4
artzman,@ArtzmanAli,2020-12-31T03:26:17.000Z,Bye Covid-19 I dah move on.,,,,
Lin Hao@KL,Lin Hao@KL,2020-12-31T03:21:09.000Z,"China gives conditional approval for Sinopharm's #COVID19 vaccine which shows 79 percent effectiveness in Phase III trialsQuote Tweet
China Xinhua News
@XHNews
China state-affiliated media
 Â· Dec 31, 2020
China approves self-developed COVID-19 vaccine http://xhne.ws/gKW3d",,,,
Media Selangor,@Media_Selangor,2020-12-31T03:12:33.000Z,Selangor Journal | Pelita restaurant employee in Shah Alam confirmed Covid-19 positive https://selangorjournal.my/2020/12/pelita-restaurant-employee-in-shah-alam-confirmed-covid-19-positive/?utm_source=dlvr.it&utm_medium=twitterâ€¦,,,5,3
TheMalaysianInsight,@msianinsight,2020-12-31T03:12:32.000Z,"Klang MP slams Covid-19 SOP â€˜double standardsâ€™Klang MP slams Covid-19 SOP â€˜double standardsâ€™ | The Malaysian Insight
Govt flip-flopping on protocols at cost of ordinary Malaysians.
themalaysianinsight.com",,,2,2
"WHO Malaysia, Brunei Darussalam & Singapore",@WHOMalaysia,2020-12-31T03:10:49.000Z,How can we celebrate the holidays safely during #COVID19? Who are the high risk members in our families and communities and how can we keep them safe?,,,2,2
KK_10,@kk131066,2020-12-31T02:33:53.000Z,"Working together with #GOPTraitors is a catastrophe in the making

A positive result is logically impossible

Restore #RuleofLaw 

#Trump #EnemyOfThePeople #TrumpIsNotWell #TrumpOwnsEveryDeath #COVID19 #TrumpGenocide #racism #RacismMustFall #NashvilleTerrorAttack #Resist #TruthGIF",,,6,3
TheMalaysianInsight,@msianinsight,2020-12-31T02:32:32.000Z,"Polis buru pesakit Covid-19 lari dari Hospital TampinPolis buru pesakit Covid-19 lari dari Hospital Tampin | The Malaysian Insight
Pesakit berkenaan juga bekas banduan Penjara Jelebu dan orang ramai yang mempunyai maklumat boleh hubungi balai polis berhampiran atau Kementerian Kesihatan.
themalaysianinsight.com",,1,3,6
